year	category	text	frequency	sentiment
2010	location	flickr	3	0.5
2010	location	portauprince	3	0.5
2010	location	malaysia	2	0.5
2010	location	lafayette	2	0.5
2010	location	salon	2	0.5
2010	location	del	2	0.5
2010	location	montreal	2	0.5
2010	location	sri lanka	2	0.5
2010	location	country	2	0.5
2010	location	bagram	2	0.5
2010	location	mobile	2	0.5
2010	location	jordan	2	0.5
2010	location	the states	2	0.5
2010	location	lincoln memorial	2	0.5
2010	location	pensacola	2	0.5
2010	location	symphony hall	2	0.5
2010	location	kandahar	2	0.5
2010	location	constitution	2	0.5
2010	location	fort hood	2	0.5
2010	location	park	2	0.5
2010	location	eg	2	0.5
2010	location	lee	1	0.5
2010	location	lady	1	0.5
2010	location	slate	1	0.5
2010	location	campaign central	1	0.5
2010	location	casanova	1	0.5
2010	location	stalin	1	0.5
2010	location	islamabad	1	0.5
2010	location	capernaum	1	0.5
2010	location	cambridge city	1	0.5
2010	location	beckery	1	0.5
2010	location	essence	1	0.5
2010	location	limbaughs	1	0.5
2010	location	geithner	1	0.5
2010	location	yale	1	0.5
2010	location	sudan	1	0.5
2010	location	niger	1	0.5
2010	location	johnstown	1	0.5
2010	location	newburgh	1	0.5
2010	location	pentagon papers	1	0.5
2010	location	depauw university	1	0.5
2010	location	suvs	1	0.5
2010	location	gonaves	1	0.5
2010	location	jacobson	1	0.5
2010	location	algeria	1	0.5
2010	location	bork	1	0.5
2010	location	doubleyoudoubleyou two	1	0.5
2010	location	most wanted	1	0.5
2010	location	peshawar	1	0.5
2010	location	ethiopia	1	0.5
2010	location	love canal	1	0.81845
2010	location	arabian sea	1	0.5
2010	location	ankara	1	0.5
2010	location	tel aviv	1	0.5
2010	location	kauffman foundation	1	0.5
2010	location	nostradamus	1	0.5
2010	location	israelvs	1	0.5
2010	location	jews	1	0.5
2010	location	bhopal	1	0.5
2010	location	guantnamo	1	0.5
2010	location	richardson	1	0.5
2010	location	fox	1	0.5
2010	location	clinch river breeder reactor	1	0.5
2010	location	clinch	1	0.5
2010	location	pool	1	0.5
2010	location	clinch river	1	0.5
2010	location	loop	1	0.5
2010	location	beyond politics	1	0.5
2010	location	shell oil	1	0.5
2010	location	seagulls	1	0.5
2010	location	horrible	1	0.22885
2010	location	spanish banks	1	0.5
2010	location	karachi	1	0.5
2010	location	economics	1	0.5
2010	location	portugal	1	0.5
2010	miscellaneous	canadian	116	0.5
2010	miscellaneous	british	65	0.5
2010	miscellaneous	catholic	49	0.5
2010	miscellaneous	medicare	43	0.5
2010	miscellaneous	english	42	0.5
2010	miscellaneous	christian	35	0.5
2010	miscellaneous	world war ii	34	0.20030000000000014
2010	miscellaneous	internet	30	0.5
2010	miscellaneous	beltway	26	0.5
2010	miscellaneous	chinese	25	0.5
2010	miscellaneous	western	22	0.5
2010	miscellaneous	civil war	20	0.20029999999999998
2010	miscellaneous	capitol	20	0.5
2010	miscellaneous	german	19	0.5
2010	miscellaneous	times	18	0.5
2010	miscellaneous	iranian	18	0.5
2010	miscellaneous	vatican	18	0.5
2010	miscellaneous	afghan	18	0.5
2010	miscellaneous	indian	17	0.5
2010	miscellaneous	christmas	17	0.5
2010	miscellaneous	constitution	16	0.5
2010	miscellaneous	european	16	0.5
2010	miscellaneous	russians	15	0.5
2010	miscellaneous	reagan	15	0.5
2010	miscellaneous	kenyan	15	0.5
2010	miscellaneous	mexican	15	0.5
2010	miscellaneous	jewish	14	0.5
2010	miscellaneous	germans	13	0.5
2010	miscellaneous	north korean	13	0.5
2010	miscellaneous	soviet	13	0.5
2010	miscellaneous	islamic	12	0.5
2010	miscellaneous	twitter	12	0.5
2010	miscellaneous	spanish	11	0.5
2010	miscellaneous	israeli	11	0.5
2010	miscellaneous	gulf	11	0.5
2010	miscellaneous	army	10	0.5
2010	miscellaneous	clintons	10	0.5
2010	miscellaneous	arab	9	0.5
2010	miscellaneous	muslim	9	0.5
2010	miscellaneous	indians	9	0.5
2010	miscellaneous	navy	9	0.5
2010	miscellaneous	cold war	9	0.20029999999999995
2010	miscellaneous	qaeda	9	0.5
2010	miscellaneous	saudis	7	0.5
2010	miscellaneous	houstonbased	7	0.5
2010	miscellaneous	atlantic	7	0.5
2010	miscellaneous	hispanic	7	0.5
2010	miscellaneous	greek	7	0.5
2010	miscellaneous	lord	7	0.5
2010	miscellaneous	greatest deliberative body	6	0.81845
2010	miscellaneous	dow	6	0.5
2010	miscellaneous	cia	6	0.5
2010	miscellaneous	irancontra	6	0.5
2010	miscellaneous	north american	5	0.5
2010	miscellaneous	somali	5	0.5
2010	miscellaneous	pakistani	5	0.5
2010	miscellaneous	palestinian	5	0.5
2010	miscellaneous	israelis	5	0.5
2010	miscellaneous	afghans	5	0.5
2010	miscellaneous	world war	4	0.20029999999999998
2010	miscellaneous	haitian	4	0.5
2010	miscellaneous	american right	4	0.5
2010	miscellaneous	gallup	4	0.5
2010	miscellaneous	soviets	4	0.5
2010	miscellaneous	pakistanis	4	0.5
2010	miscellaneous	mormon	4	0.5
2010	miscellaneous	turkish	3	0.5
2010	miscellaneous	nation	3	0.5
2010	miscellaneous	goldwater	3	0.5
2010	miscellaneous	feds	3	0.5
2010	miscellaneous	african	3	0.5
2010	miscellaneous	south korean	3	0.5
2010	miscellaneous	holocaust	3	0.5
2010	miscellaneous	thanksgiving	3	0.5
2010	miscellaneous	nobel prize	3	0.7553000000000001
2010	miscellaneous	congressional district	3	0.5
2010	miscellaneous	dream	2	0.625
2010	miscellaneous	dems	2	0.5
2010	miscellaneous	gulf war	2	0.20029999999999998
2010	miscellaneous	floridian	2	0.5
2010	miscellaneous	fbi	2	0.5
2010	miscellaneous	world cup	2	0.5
2010	miscellaneous	hitler	2	0.5
2010	miscellaneous	austrian	2	0.5
2010	miscellaneous	common sense	2	0.5
2010	miscellaneous	gulf coast	2	0.5
2010	miscellaneous	californiabased	2	0.5
2010	miscellaneous	mediterranean	2	0.5
2010	miscellaneous	us capitol	2	0.5
2010	miscellaneous	world war iii	2	0.20029999999999998
2010	miscellaneous	states	2	0.5
2010	miscellaneous	yoooooouk 	2	0.5
2010	miscellaneous	fenway	2	0.5
2010	miscellaneous	basic bargain	2	0.60115
2010	miscellaneous	federal	2	0.5
2010	miscellaneous	deepwater horizon	2	0.5
2010	miscellaneous	palestinians	2	0.5
2010	miscellaneous	haitians	2	0.5
2010	miscellaneous	gulf 	2	0.5
2010	miscellaneous	exchequer	1	0.5
2010	miscellaneous	america undone	1	0.5
2010	miscellaneous	american power	1	0.5
2010	miscellaneous	yemeniamerican	1	0.5
2010	miscellaneous	nobel peace prizewinning	1	0.9088
2010	miscellaneous	greyhound	1	0.5
2010	miscellaneous	czechs	1	0.5
2010	miscellaneous	fuhrer	1	0.5
2010	miscellaneous	blagojevich	1	0.5
2010	miscellaneous	gandhi	1	0.5
2010	miscellaneous	roves	1	0.5
2010	miscellaneous	restoring honor	1	0.82985
2010	miscellaneous	real change	1	0.5
2010	miscellaneous	rotarian	1	0.5
2010	miscellaneous	islamists	1	0.5
2010	miscellaneous	revolutionary warera	1	0.5
2010	miscellaneous	valley forge	1	0.5
2010	miscellaneous	tea partyinspired	1	0.5
2010	miscellaneous	illegal immigration relief act	1	0.436
2010	miscellaneous	blago	1	0.5
2010	miscellaneous	kuwaiti	1	0.5
2010	miscellaneous	the monks of war	1	0.20029999999999998
2010	miscellaneous	cite	1	0.5
2010	miscellaneous	tory	1	0.5
2010	miscellaneous	attorney general	1	0.5
2010	miscellaneous	everybody draw mohammed day	1	0.5
2010	miscellaneous	thrill is gone	1	0.6806
2010	miscellaneous	alaskan	1	0.5
2010	miscellaneous	kidcare	1	0.5
2010	miscellaneous	ethiopian	1	0.5
2010	miscellaneous	black hawk down	1	0.5
2010	miscellaneous	heathers	1	0.5
2010	miscellaneous	turkeysponsored	1	0.5
2010	miscellaneous	kreplac	1	0.5
2010	miscellaneous	mos eisley	1	0.5
2010	miscellaneous	antiwashington	1	0.5
2010	miscellaneous	tories	1	0.5
2010	miscellaneous	torture probe indepth	1	0.20029999999999998
2010	miscellaneous	arabian gulf	1	0.5
2010	miscellaneous	miss virginia	1	0.42345
2010	miscellaneous	rites of passage	1	0.5
2010	miscellaneous	national health	1	0.5
2010	miscellaneous	very bad day	1	0.20755
2010	miscellaneous	bench memos	1	0.5
2010	miscellaneous	gulf disaster meeting	1	0.18755
2010	miscellaneous	portuguese	1	0.5
2010	miscellaneous	menstyle	1	0.5
2010	miscellaneous	new statesman	1	0.5
2010	miscellaneous	grange	1	0.5
2010	miscellaneous	palin draws crowds	1	0.5
2010	miscellaneous	dod	1	0.5
2010	miscellaneous	google	1	0.5
2010	miscellaneous	euro	1	0.5
2010	organization	getty images	137	0.5
2010	organization	supreme court	107	0.7787000000000005
2010	organization	new york times	82	0.5
2010	organization	tea party	62	0.7009499999999994
2010	organization	commonwealth	56	0.5
2010	organization	affordable care act	54	0.746949999999999
2010	organization	gop	50	0.5
2010	organization	getty images the	47	0.5
2010	organization	the washington post	43	0.5
2010	organization	the politics blog	43	0.5
2010	organization	fox news	42	0.5
2010	organization	cnn	35	0.5
2010	organization	republican party	34	0.7009499999999997
2010	organization	voting rights act	27	0.5
2010	organization	washington post	27	0.5
2010	organization	cia	24	0.5
2010	organization	social security	24	0.67
2010	organization	state department	24	0.5
2010	organization	times	22	0.5
2010	organization	getty images there	20	0.5
2010	organization	getty images it	20	0.5
2010	organization	wall street journal	19	0.5
2010	organization	us senate	18	0.5
2010	organization	getty images this	16	0.5
2010	organization	bp	15	0.5
2010	organization	un	15	0.5
2010	organization	nato	14	0.5
2010	organization	politics blog	13	0.5
2010	organization	taliban	12	0.5
2010	organization	planned parenthood	12	0.5
2010	organization	tv	11	0.5
2010	organization	justice department	11	0.7633500000000001
2010	organization	red sox	10	0.5
2010	organization	al qaeda	9	0.5
2010	organization	abc	9	0.5
2010	organization	wikileaks	9	0.5
2010	organization	reuters	8	0.5
2010	organization	secret service	7	0.5
2010	organization	declaration of independence	7	0.5
2010	organization	department of homeland security	7	0.67
2010	organization	red army	6	0.5
2010	organization	pentagon	6	0.5
2010	organization	cbs news	6	0.5
2010	organization	pbs	5	0.5
2010	organization	bbc	5	0.5
2010	organization	eu	5	0.5
2010	organization	national review online	5	0.5
2010	organization	pa	5	0.5
2010	organization	getty images when	5	0.5
2010	organization	nasa	5	0.5
2010	organization	democratic senate	5	0.5
2010	organization	oval office	5	0.5
2010	organization	american enterprise institute	5	0.5
2010	organization	aren	5	0.5
2010	organization	us attorney	4	0.5
2010	organization	hamas	4	0.5
2010	organization	european union	4	0.5
2010	organization	air force	4	0.5
2010	organization	judiciary committee	4	0.5
2010	organization	west	4	0.5
2010	organization	gulf coast	4	0.5
2010	organization	international monetary fund	4	0.5
2010	organization	star trek	4	0.5
2010	organization	great depression	4	0.55135
2010	organization	chicago white sox	4	0.5
2010	organization	koran	3	0.5
2010	organization	general electric	3	0.5
2010	organization	john	3	0.5
2010	organization	oreilly factor	3	0.5
2010	organization	soleil	3	0.5
2010	organization	senate judiciary committee	3	0.5
2010	organization	daily caller	3	0.5
2010	organization	atlas shrugged	3	0.5
2010	organization	us navy	3	0.5
2010	organization	getty images just	3	0.5
2010	organization	supreme court justice	3	0.8953000000000001
2010	organization	kgb	3	0.5
2010	organization	bachmann	3	0.5
2010	organization	getty images because	3	0.5
2010	organization	federal reserve	3	0.5
2010	organization	nixon	3	0.5
2010	organization	the wall street journal	3	0.5
2010	organization	deepwater horizon	3	0.5
2010	organization	coast guard	3	0.5
2010	organization	house of saud	2	0.5
2010	organization	house democrats	2	0.5
2010	organization	labour	2	0.5
2010	organization	home depot	2	0.5
2010	organization	fox  friends	2	0.7383500000000001
2010	organization	larimer county	2	0.5
2010	organization	mcclatchy	2	0.5
2010	organization	the times	2	0.5
2010	organization	paul	2	0.5
2010	organization	national oceanic and atmospheric administration	2	0.5
2010	organization	brookings institute	2	0.5
2010	organization	dow	2	0.5
2010	organization	all means	2	0.5
2010	organization	department of defense	2	0.5640000000000001
2010	organization	ceo	2	0.5
2010	organization	how we got here	2	0.5
2010	organization	getty boston	2	0.5
2010	organization	how far	2	0.5
2010	organization	being here	2	0.5
2010	organization	greatest generation	2	0.81845
2010	organization	sb	2	0.5
2010	organization	texas monthly	2	0.5
2010	organization	getty this	2	0.5
2010	organization	van susteren	2	0.5
2010	organization	tea partier	2	0.67
2010	organization	republican congress	2	0.5
2010	organization	nafta superhighway	2	0.5
2010	organization	transocean	2	0.5
2010	organization	exxon valdez	2	0.5
2010	organization	tea parties	2	0.70095
2010	organization	tea partiers	2	0.58895
2010	organization	gulf of mexico	2	0.5
2010	organization	christie	1	0.5
2010	organization	zeros	1	0.5
2010	organization	street	1	0.5
2010	organization	ben running even	1	0.5
2010	organization	stock  corbis	1	0.5
2010	organization	house homeland security committee	1	0.67
2010	organization	university of washington	1	0.5
2010	organization	house democrats aren	1	0.5
2010	organization	monumental decline	1	0.5
2010	organization	army reserve	1	0.5
2010	organization	ap army	1	0.5
2010	organization	medical detachment	1	0.5
2010	organization	ask don	1	0.5
2010	organization	getty what	1	0.5
2010	organization	tea party 	1	0.70095
2010	organization	ben running and	1	0.5
2010	organization	other gop vp candidates	1	0.5
2010	organization	kansas city star	1	0.5
2010	organization	freedom ride	1	0.81845
2010	organization	senate majority	1	0.5
2010	organization	columbia journalism school	1	0.5
2010	organization	associated press there	1	0.5
2010	organization	nevada senate	1	0.5
2010	organization	ivory tower	1	0.5
2010	organization	wehrmacht	1	0.5
2010	organization	east germans	1	0.5
2010	organization	pashtun	1	0.5
2010	organization	swat valley	1	0.5
2010	organization	team obama	1	0.5
2010	organization	florida state senate	1	0.5
2010	organization	getty images stephen morton	1	0.5
2010	organization	ending slavery	1	0.14984999999999998
2010	organization	world s greatest republic	1	0.81845
2010	organization	grotto pizza	1	0.5
2010	organization	ny daily news	1	0.5
2010	organization	tea	1	0.5
2010	organization	obama wants whitey	1	0.5
2010	organization	the christmas sweater	1	0.5
2010	organization	gold rush	1	0.5
2010	organization	reuters  corbis los angeles	1	0.5
2010	organization	the stalinist	1	0.5
2010	organization	the bomb	1	0.25305
2010	organization	workers  party	1	0.70095
2010	organization	celestial soul portraits	1	0.5
2010	organization	shep  the sane one	1	0.5
2010	organization	smith	1	0.5
2010	organization	deepwater horizon memorial service	1	0.5
2010	organization	gulf	1	0.5
2010	organization	getty images washington  much	1	0.5
2010	organization	ground zero	1	0.5
2010	organization	court tv	1	0.5
2010	organization	dream shake	1	0.5386
2010	organization	wikimedia commons kill	1	0.15460000000000002
2010	organization	international leadership strategies	1	0.5
2010	organization	jackson institute for global affairs	1	0.5
2010	organization	getty images politico	1	0.5
2010	organization	complex geopolitical context	1	0.5
2010	organization	new haven	1	0.5
2010	organization	ground zero mosque	1	0.5
2010	organization	event that changes everything	1	0.5
2010	organization	ocean will take care of itself	1	0.74695
2010	organization	event that changed everything	1	0.5
2010	organization	big place	1	0.5
2010	organization	rap genius	1	0.5
2010	organization	fife	1	0.5
2010	organization	liberty leaders	1	0.76335
2010	organization	isf	1	0.5
2010	organization	security agreement	1	0.8404
2010	organization	iraqi security forces	1	0.67
2010	organization	iraqi army	1	0.5
2010	organization	revolutionary army	1	0.5
2010	organization	will turkey sell our secrets	1	0.5
2010	organization	joint strike fighters	1	0.41105
2010	organization	federal district court	1	0.5
2010	organization	getty images after	1	0.5
2010	organization	no rahm	1	0.352
2010	organization	us air force	1	0.5
2010	organization	us air force sick	1	0.24469999999999997
2010	organization	us marine corps	1	0.5
2010	organization	other tea party	1	0.70095
2010	organization	election of obama drove	1	0.5
2010	organization	crooks  liars	1	0.23665000000000003
2010	organization	american right insane	1	0.29905000000000004
2010	organization	mothers against drunk driving	1	0.32999999999999996
2010	organization	getty hate	1	0.21405000000000002
2010	organization	cit	1	0.5
2010	organization	country that never was	1	0.5
2010	organization	founders did	1	0.5
2010	organization	department of education	1	0.5
2010	organization	constitution 	1	0.5
2010	organization	republican platform	1	0.5
2010	organization	doe	1	0.5
2010	organization	book of revelations	1	0.5
2010	organization	getty images rod blagojevich	1	0.5
2010	organization	green berets	1	0.5
2010	organization	coin	1	0.5
2010	organization	congressman pastor	1	0.5
2010	organization	attorney general holder	1	0.5
2010	organization	google translate	1	0.5
2010	organization	archive holdings inc	1	0.5
2010	organization	the image bank via getty	1	0.5
2010	organization	white house america	1	0.5
2010	organization	communist party	1	0.70095
2010	organization	the party	1	0.70095
2010	organization	chinese communist party	1	0.70095
2010	organization	alaska daily news	1	0.5
2010	organization	logo design	1	0.5
2010	organization	ben running pakistani	1	0.5
2010	organization	great powers	1	0.81245
2010	organization	jersey	1	0.5
2010	organization	warrior youth	1	0.5
2010	organization	getty images two jersey	1	0.5
2010	organization	horn	1	0.5
2010	organization	world after bush	1	0.5
2010	organization	islamic courts union	1	0.5
2010	organization	very large crude carriers	1	0.19519999999999998
2010	organization	former shell oil	1	0.5
2010	organization	gores	1	0.5
2010	organization	internet 	1	0.5
2010	organization	bp managing	1	0.5
2010	organization	heritage institute	1	0.5
2010	organization	combined arms center	1	0.5
2010	organization	council of elders	1	0.5
2010	organization	getty images most	1	0.5
2010	organization	un security council	1	0.67
2010	organization	hamas  hezbollah	1	0.5
2010	organization	getty images the politics blog	1	0.5
2010	organization	morning call	1	0.5
2010	organization	bucks county	1	0.5
2010	organization	bums out	1	0.5
2010	organization	getty images don	1	0.5
2010	organization	anger fuels senate primaries	1	0.21405000000000002
2010	organization	hayes	1	0.5
2010	organization	rome riles descendants	1	0.5
2010	organization	build mosque near ground zero riles families	1	0.5
2010	organization	roman catholic church riles protestants	1	0.5
2010	organization	buffalo hunt	1	0.5
2010	organization	jerusalem riles everyone it does not belong	1	0.5
2010	organization	wichita riles	1	0.5
2010	organization	america riles survivors	1	0.5
2010	organization	french fries riles families of potato famine deadsurvival	1	0.5
2010	organization	big society	1	0.5
2010	organization	social security and medicare	1	0.67
2010	organization	union carbide	1	0.5
2010	organization	federal reserve  direct	1	0.5
2010	organization	maine gop	1	0.5
2010	organization	us term limits inc	1	0.5
2010	organization	my father	1	0.5
2010	organization	middle ground	1	0.5
2010	organization	why nothing came	1	0.5
2010	organization	man behind	1	0.5
2010	organization	few good men	1	0.7202
2010	organization	guantnamo defense attorney video	1	0.5640000000000001
2010	organization	nuances of interrogation john	1	0.5
2010	organization	getty bagram	1	0.5
2010	organization	saudi aramco	1	0.5
2010	organization	shell oil	1	0.5
2010	organization	indoasian news service	1	0.5
2010	organization	advanced liquid metal reactor program	1	0.625
2010	organization	active	1	0.70095
2010	organization	prism	1	0.5
2010	organization	senate energy and natural resources committee	1	0.7787
2010	organization	energy insider	1	0.6366
2010	organization	why we hate	1	0.21405000000000002
2010	organization	straight talk from	1	0.61315
2010	organization	us coast guard	1	0.5
2010	organization	oil companies	1	0.5
2010	organization	interior department	1	0.5
2010	organization	getty president obama	1	0.5
2010	organization	claus	1	0.5
2010	organization	good enough	1	0.7202
2010	organization	why kagan isn	1	0.5
2010	organization	university of chicago law school	1	0.5
2010	organization	election night	1	0.5
2010	organization	very serious thinker	1	0.42435
2010	organization	marriott convention center	1	0.5
2010	organization	halliburton	1	0.5
2010	organization	delta global advisors	1	0.5
2010	organization	us belongs	1	0.5
2010	organization	senate minority leader	1	0.5
2010	organization	tories	1	0.5
2010	organization	lib dem	1	0.5
2010	organization	liberal democrats	1	0.5
2010	organization	byretech	1	0.5
2010	organization	didja	1	0.5
2010	organization	lib dems	1	0.5
2010	organization	union jack	1	0.5
2010	organization	start	1	0.5
2010	organization	bomb that didn	1	0.25305
2010	organization	die hard	1	0.17570000000000002
2010	organization	uk	1	0.5
2010	organization	world 	1	0.5
2010	organization	the theory of moral sentiments	1	0.5
2010	organization	chicago school of economics	1	0.5
2010	organization	first church of christ	1	0.5
2010	organization	green room  newsweek	1	0.5
2010	organization	voice of god	1	0.6366
2010	organization	the savior	1	0.5
2010	organization	congressman grijalva	1	0.5
2010	organization	ie congress	1	0.5
2010	organization	pima county	1	0.5
2010	organization	popular private citizen refuses	1	0.71075
2010	organization	ohio senate	1	0.5
2010	organization	bavarian illuminati	1	0.5
2010	organization	rny	1	0.5
2010	organization	republican congressional	1	0.5
2010	organization	idaho statesman	1	0.5
2010	organization	drudge report	1	0.5
2010	organization	times magazine	1	0.5
2010	organization	junod	1	0.5
2010	organization	internet	1	0.5
2010	organization	joint special operation command	1	0.70095
2010	organization	piigs	1	0.5
2010	organization	wall streeters 	1	0.5
2010	organization	liberal democrat	1	0.5
2010	person	willard romney	157	0.5
2010	person	barack obama	98	0.5
2010	person	mitt romney	70	0.5
2010	person	john mccain	68	0.5
2010	person	jesus	65	0.5
2010	person	newt gingrich	53	0.5
2010	person	david brooks	50	0.5
2010	person	bill clinton	48	0.5
2010	person	ronald reagan	46	0.5
2010	person	george w bush	44	0.5
2010	person	john boehner	39	0.5
2010	person	ron paul	39	0.5
2010	person	rick perry	39	0.5
2010	person	elizabeth warren	38	0.5
2010	person	alex wong	38	0.5
2010	person	hillary clinton	36	0.5
2010	person	marco rubio	36	0.5
2010	person	paul	34	0.5
2010	person	getty	31	0.5
2010	person	glenn beck	27	0.5
2010	person	rand paul	27	0.5
2010	person	mitch mcconnell	25	0.5
2010	person	richard nixon	23	0.5
2010	person	sarah palin	23	0.5
2010	person	christian	22	0.5
2010	person	harry reid	21	0.5
2010	person	scott olson	21	0.5
2010	person	eric cantor	20	0.5
2010	person	david gregory	19	0.5
2010	person	reagan	18	0.5
2010	person	mark wilson	18	0.5
2010	person	martin luther king	17	0.5
2010	person	maureen dowd	17	0.5
2010	person	jim demint	17	0.5
2010	person	bill clark	17	0.5
2010	person	rush limbaugh	16	0.5
2010	person	glenn greenwald	16	0.5
2010	person	brooks	15	0.5
2010	person	king	15	0.5
2010	person	eric holder	14	0.5
2010	person	politico	14	0.5
2010	person	vince foster	13	0.5
2010	person	jim watson	13	0.5
2010	person	rubio	13	0.5
2010	person	douthat	12	0.5
2010	person	john	12	0.5
2010	person	chris matthews	12	0.5
2010	person	pete souza	12	0.5
2010	person	mike lee	11	0.5
2010	person	thomas jefferson	11	0.5
2010	person	sean hannity	11	0.5
2010	person	jewel samad	11	0.6806
2010	person	kennedy	11	0.5
2010	person	bill	11	0.5
2010	person	darrell issa	10	0.5
2010	person	frank	10	0.5
2010	person	don	10	0.5
2010	person	osama bin laden	10	0.5
2010	person	saul loeb	10	0.5
2010	person	allen	9	0.5
2010	person	deval patrick	9	0.5
2010	person	jefferson	9	0.5
2010	person	julian assange	9	0.5
2010	person	andrew breitbart	9	0.5
2010	person	antonin scalia	8	0.5
2010	person	carter	8	0.5
2010	person	mike allen	8	0.5
2010	person	jan brewer	8	0.5
2010	person	bill kristol	8	0.5
2010	person	ted kennedy	8	0.5
2010	person	cantor	7	0.5
2010	person	mike	7	0.5
2010	person	aaron sorkin	7	0.5
2010	person	charlie pierce	7	0.5
2010	person	scott j ferrell	7	0.5
2010	person	melina mara	7	0.5
2010	person	fox	7	0.5
2010	person	joe klein	7	0.5
2010	person	ron johnson	6	0.5
2010	person	christine odonnell	6	0.5
2010	person	anthony kennedy	6	0.5
2010	person	john moore	6	0.5
2010	person	kim jong	6	0.5
2010	person	ford	6	0.5
2010	person	scalia	6	0.5
2010	person	andrew sullivan	6	0.5
2010	person	gore	6	0.5
2010	person	don 	6	0.5
2010	person	alan simpson	6	0.5
2010	person	odonnell	6	0.5
2010	person	rubin	5	0.5
2010	person	bill oreilly	5	0.5
2010	person	ayn rand	5	0.5
2010	person	sharron angle	5	0.5
2010	person	nancy pelosi	5	0.5
2010	person	tom coburn	5	0.5
2010	person	pat buchanan	5	0.5
2010	person	robert gates	5	0.5
2010	person	david frum	5	0.5
2010	person	nikki haley	5	0.5
2010	person	patrick	5	0.5
2010	person	george wallace	5	0.5
2010	person	alexander hamilton	5	0.5
2010	person	demint	5	0.5
2010	person	frank rich	5	0.7787
2010	person	thomas pm barnett	5	0.5
2010	person	stanley mcchrystal	5	0.5
2010	person	gerald ford	4	0.5
2010	person	rachel maddow	4	0.5
2010	person	chris cillizza	4	0.5
2010	person	rod blagojevich	4	0.5
2010	person	coburn	4	0.5
